N 100 
0 104 86
1 111 10
2 197 92
3 147 144
4 80 158
5 142 152
6 25 5
7 127 48
8 94 122
9 119 145
10 154 123
11 26 70
12 152 169
13 82 164
14 72 92
15 26 69
16 95 130
17 74 114
18 95 186
19 118 175
20 31 156
21 63 155
22 136 79
23 172 23
24 32 13
25 167 83
26 172 103
27 157 134
28 131 108
29 37 170
30 115 103
31 56 49
32 141 53
33 109 24
34 79 65
35 73 115
36 22 134
37 163 200
38 5 90
39 79 181
40 24 174
41 164 171
42 63 116
43 129 132
44 166 177
45 72 155
46 73 193
47 83 48
48 149 86
49 31 126
50 38 179
51 12 163
52 126 99
53 146 32
54 71 200
55 122 152
56 24 16
57 142 11
58 22 156
59 37 172
60 159 200
61 156 39
62 122 35
63 163 72
64 120 173
65 167 56
66 37 145
67 112 37
68 180 31
69 89 96
70 13 52
71 104 192
72 177 103
73 6 64
74 8 30
75 196 83
76 33 125
77 128 99
78 166 194
79 10 193
80 76 9
81 181 30
82 37 37
83 54 50
84 63 78
85 52 67
86 81 115
87 143 162
88 48 170
89 160 62
90 141 26
91 12 181
92 176 85
93 94 164
94 17 28
95 78 24
96 104 66
97 122 150
98 18 74
99 103 172
