N 100 
0 24 72
1 130 74
2 43 22
3 46 189
4 15 58
5 30 159
6 6 59
7 153 41
8 27 184
9 3 37
10 106 81
11 61 128
12 186 12
13 52 42
14 191 182
15 48 146
16 69 36
17 180 99
18 61 189
19 179 37
20 18 178
21 187 12
22 2 5
23 43 7
24 124 166
25 22 85
26 79 88
27 12 187
28 128 131
29 101 49
30 24 87
31 37 5
32 147 161
33 143 78
34 154 64
35 199 162
36 92 42
37 149 136
38 185 105
39 183 166
40 39 122
41 61 71
42 182 199
43 123 149
44 82 67
45 38 74
46 196 185
47 166 40
48 139 57
49 200 148
50 58 157
51 91 160
52 140 153
53 179 66
54 73 161
55 180 38
56 160 0
57 108 33
58 195 200
59 107 163
60 176 99
61 39 152
62 156 187
63 190 162
64 74 37
65 57 65
66 23 71
67 36 143
68 178 182
69 196 191
70 182 102
71 42 185
72 14 163
73 181 141
74 163 63
75 116 48
76 97 121
77 84 36
78 178 137
79 128 188
80 81 156
81 5 26
82 145 13
83 119 50
84 182 80
85 187 42
86 92 153
87 174 39
88 57 17
89 150 147
90 4 155
91 19 121
92 173 91
93 185 80
94 69 146
95 168 100
96 124 11
97 76 12
98 161 11
99 77 82
