N 100 
0 150 128
1 89 112
2 33 69
3 132 105
4 65 20
5 20 20
6 194 194
7 94 158
8 26 60
9 154 124
10 173 16
11 1 131
12 58 22
13 89 21
14 116 127
15 5 64
16 86 11
17 6 188
18 30 160
19 190 197
20 135 31
21 138 189
22 80 102
23 177 121
24 10 106
25 34 146
26 166 98
27 68 175
28 136 180
29 49 94
30 101 35
31 117 133
32 62 63
33 5 141
34 61 45
35 14 48
36 148 73
37 37 165
38 100 144
39 126 173
40 59 173
41 198 38
42 9 169
43 113 1
44 93 148
45 90 26
46 138 47
47 34 76
48 152 94
49 178 104
50 81 83
51 40 24
52 3 197
53 156 92
54 3 132
55 132 14
56 149 105
57 33 95
58 39 187
59 138 108
60 156 184
61 170 178
62 133 159
63 173 167
64 165 124
65 164 55
66 114 140
67 16 120
68 72 186
69 4 177
70 192 142
71 191 92
72 92 61
73 82 194
74 11 181
75 99 45
76 122 86
77 140 178
78 173 173
79 75 60
80 95 24
81 175 168
82 74 141
83 139 140
84 32 4
85 150 102
86 188 134
87 150 103
88 53 46
89 116 113
90 139 85
91 131 164
92 61 152
93 158 16
94 55 139
95 78 166
96 194 64
97 191 28
98 108 34
99 142 5
