N 100 
0 161 69
1 189 97
2 106 170
3 152 96
4 135 142
5 197 113
6 115 144
7 148 16
8 58 172
9 87 191
10 26 19
11 120 135
12 86 17
13 32 79
14 38 25
15 127 174
16 28 69
17 76 155
18 21 48
19 86 193
20 19 87
21 195 149
22 64 99
23 10 90
24 91 76
25 152 25
26 98 28
27 75 43
28 111 48
29 63 153
30 35 182
31 181 95
32 125 188
33 98 73
34 191 151
35 74 58
36 97 153
37 174 39
38 57 3
39 169 18
40 180 181
41 37 112
42 100 13
43 152 20
44 171 93
45 115 167
46 87 23
47 195 140
48 74 76
49 55 149
50 37 4
51 76 123
52 173 102
53 101 138
54 183 40
55 143 100
56 44 80
57 59 200
58 193 167
59 64 9
60 110 103
61 145 166
62 130 110
63 19 129
64 166 175
65 133 2
66 66 80
67 155 140
68 0 176
69 15 13
70 102 195
71 88 10
72 102 49
73 11 60
74 4 20
75 90 181
76 118 180
77 127 164
78 91 34
79 63 191
80 55 57
81 55 63
82 199 29
83 8 145
84 24 129
85 17 168
86 166 48
87 94 101
88 200 1
89 0 92
90 85 166
91 63 28
92 126 101
93 62 177
94 111 79
95 112 17
96 100 63
97 187 53
98 183 161
99 93 158
