N 100 
0 137 159
1 62 31
2 11 38
3 125 28
4 103 39
5 87 181
6 19 172
7 118 100
8 18 149
9 188 110
10 19 91
11 191 10
12 161 121
13 173 113
14 178 23
15 92 108
16 106 176
17 121 169
18 8 29
19 80 191
20 141 98
21 125 29
22 83 171
23 2 163
24 181 64
25 182 62
26 118 101
27 175 5
28 199 158
29 164 74
30 188 131
31 101 166
32 54 56
33 83 66
34 88 59
35 57 44
36 121 120
37 51 126
38 96 168
39 161 186
40 162 71
41 55 168
42 126 45
43 134 123
44 68 131
45 31 92
46 42 4
47 9 106
48 169 138
49 166 33
50 121 195
51 47 40
52 99 128
53 103 132
54 25 44
55 91 29
56 109 165
57 8 76
58 66 61
59 24 10
60 89 67
61 40 45
62 33 151
63 80 86
64 43 192
65 119 162
66 155 167
67 179 49
68 119 26
69 138 148
70 113 77
71 78 45
72 74 103
73 24 192
74 128 187
75 140 36
76 59 56
77 150 137
78 175 19
79 30 3
80 109 150
81 25 151
82 16 152
83 10 84
84 89 90
85 42 114
86 185 174
87 30 56
88 29 121
89 12 200
90 162 130
91 115 11
92 128 94
93 14 103
94 18 156
95 128 32
96 42 145
97 102 137
98 21 52
99 67 121
