N 100 
0 138 84
1 129 163
2 6 68
3 161 42
4 75 58
5 137 36
6 16 93
7 7 135
8 95 33
9 154 78
10 148 112
11 119 172
12 72 22
13 18 199
14 172 112
15 183 5
16 176 42
17 123 83
18 119 131
19 67 175
20 175 57
21 139 22
22 187 10
23 78 57
24 101 8
25 145 170
26 116 177
27 30 157
28 81 76
29 31 132
30 179 182
31 156 188
32 59 200
33 30 17
34 166 92
35 45 10
36 62 6
37 190 40
38 158 93
39 74 95
40 68 186
41 85 49
42 87 162
43 38 59
44 2 114
45 116 99
46 56 95
47 66 181
48 54 195
49 61 100
50 109 95
51 197 134
52 0 76
53 58 59
54 171 144
55 130 71
56 61 118
57 64 193
58 159 163
59 106 159
60 149 138
61 66 13
62 148 55
63 175 154
64 80 151
65 102 45
66 38 33
67 60 74
68 181 86
69 174 160
70 125 24
71 152 163
72 49 48
73 120 68
74 124 176
75 77 97
76 176 105
77 121 47
78 89 198
79 136 64
80 33 183
81 144 59
82 199 3
83 57 112
84 108 150
85 21 98
86 166 18
87 41 104
88 125 120
89 15 30
90 35 61
91 141 172
92 114 186
93 44 72
94 19 153
95 2 137
96 68 119
97 50 33
98 95 13
99 74 19
