N 100 
0 62 14
1 147 139
2 79 185
3 122 185
4 145 32
5 55 81
6 135 190
7 199 40
8 33 170
9 32 113
10 109 119
11 80 83
12 1 61
13 58 37
14 29 181
15 37 157
16 138 180
17 86 111
18 119 1
19 53 133
20 151 43
21 111 74
22 30 43
23 181 24
24 167 88
25 161 46
26 112 121
27 14 129
28 186 27
29 66 5
30 192 40
31 55 187
32 37 148
33 58 169
34 50 107
35 117 128
36 6 22
37 181 192
38 39 13
39 177 193
40 5 128
41 130 125
42 180 183
43 9 1
44 34 41
45 159 148
46 101 46
47 128 25
48 168 136
49 137 2
50 25 40
51 182 25
52 28 61
53 59 200
54 88 132
55 141 22
56 41 200
57 94 75
58 81 128
59 162 177
60 32 162
61 139 93
62 80 110
63 25 146
64 107 140
65 18 170
66 178 39
67 60 114
68 102 152
69 115 16
70 18 112
71 141 194
72 191 193
73 65 10
74 111 11
75 143 31
76 125 128
77 51 183
78 72 67
79 140 123
80 148 168
81 2 51
82 63 75
83 193 61
84 120 25
85 71 153
86 166 27
87 2 146
88 23 39
89 93 57
90 11 63
91 143 71
92 84 105
93 195 75
94 31 83
95 26 181
96 184 93
97 180 11
98 33 80
99 74 142
