N 100 
0 186 178
1 48 110
2 45 60
3 68 64
4 161 49
5 174 36
6 36 67
7 20 76
8 119 26
9 148 15
10 6 31
11 58 118
12 134 178
13 181 60
14 77 144
15 46 110
16 5 33
17 92 52
18 106 46
19 69 101
20 96 41
21 12 92
22 7 113
23 51 88
24 43 155
25 176 141
26 186 51
27 167 5
28 144 34
29 56 9
30 13 10
31 144 22
32 150 8
33 77 85
34 8 147
35 163 33
36 77 187
37 109 101
38 16 151
39 116 68
40 130 38
41 145 58
42 94 6
43 23 5
44 16 41
45 23 103
46 84 34
47 163 66
48 107 50
49 102 165
50 189 49
51 17 146
52 81 193
53 72 124
54 115 193
55 16 154
56 171 173
57 41 107
58 72 161
59 81 6
60 181 63
61 17 151
62 10 38
63 198 41
64 192 83
65 114 51
66 96 43
67 109 111
68 148 48
69 98 13
70 31 44
71 180 28
72 34 122
73 97 131
74 71 139
75 136 108
76 121 66
77 166 38
78 157 83
79 19 59
80 98 63
81 162 57
82 121 100
83 194 35
84 17 160
85 81 116
86 39 96
87 56 199
88 22 59
89 71 70
90 157 114
91 76 39
92 34 20
93 24 124
94 143 133
95 46 176
96 43 67
97 178 138
98 44 26
99 74 197
