N 100 
0 119 91
1 114 116
2 179 186
3 196 72
4 10 79
5 135 149
6 83 151
7 51 120
8 194 15
9 35 89
10 164 169
11 24 128
12 137 159
13 193 58
14 68 78
15 75 181
16 53 113
17 92 46
18 53 185
19 30 104
20 180 6
21 157 158
22 167 139
23 189 197
24 98 20
25 154 140
26 110 160
27 121 5
28 161 126
29 28 196
30 4 142
31 137 48
32 187 125
33 163 161
34 159 178
35 107 44
36 77 89
37 113 92
38 111 168
39 17 96
40 73 46
41 46 186
42 167 27
43 90 142
44 43 33
45 62 196
46 120 149
47 167 97
48 100 33
49 111 17
50 65 99
51 97 120
52 132 87
53 175 142
54 86 84
55 48 6
56 164 20
57 40 34
58 74 170
59 40 73
60 86 163
61 3 160
62 20 131
63 38 181
64 177 164
65 127 148
66 72 74
67 164 179
68 200 37
69 106 128
70 49 110
71 27 106
72 8 156
73 68 130
74 114 93
75 157 196
76 170 65
77 97 29
78 157 166
79 23 147
80 187 123
81 38 105
82 128 50
83 20 173
84 159 103
85 116 88
86 149 27
87 43 39
88 97 22
89 174 169
90 189 193
91 129 54
92 60 31
93 76 164
94 43 137
95 192 60
96 1 141
97 120 39
98 153 186
99 40 7
