N 100 
0 152 151
1 85 59
2 126 78
3 128 200
4 169 52
5 43 37
6 185 192
7 8 179
8 180 99
9 64 41
10 178 177
11 65 48
12 48 57
13 18 112
14 38 167
15 42 40
16 95 198
17 172 149
18 136 136
19 11 135
20 120 82
21 100 105
22 7 137
23 129 120
24 72 197
25 67 3
26 73 41
27 142 164
28 161 45
29 181 104
30 37 165
31 174 55
32 143 95
33 6 138
34 24 138
35 35 137
36 150 195
37 4 131
38 133 131
39 103 19
40 86 80
41 14 22
42 123 85
43 144 92
44 44 49
45 193 95
46 165 42
47 115 44
48 157 122
49 178 199
50 185 53
51 128 114
52 132 168
53 125 86
54 6 110
55 17 120
56 104 123
57 176 144
58 101 91
59 45 47
60 132 119
61 12 89
62 75 15
63 120 167
64 159 134
65 62 81
66 37 69
67 171 151
68 61 48
69 24 2
70 127 189
71 100 198
72 134 190
73 129 34
74 20 62
75 89 30
76 92 142
77 56 61
78 98 200
79 173 46
80 73 190
81 115 64
82 19 38
83 98 27
84 50 128
85 113 156
86 159 64
87 102 23
88 182 159
89 47 44
90 46 190
91 83 29
92 110 37
93 80 22
94 29 100
95 166 191
96 115 113
97 197 180
98 159 191
99 145 84
