N 100 
0 194 133
1 1 105
2 175 18
3 187 89
4 118 55
5 151 16
6 109 49
7 163 79
8 12 187
9 123 200
10 102 157
11 168 145
12 151 72
13 74 191
14 41 89
15 190 153
16 155 144
17 129 79
18 139 132
19 119 176
20 41 104
21 67 135
22 61 30
23 16 166
24 57 196
25 126 80
26 53 171
27 48 19
28 141 153
29 171 47
30 123 70
31 190 89
32 80 113
33 135 133
34 149 14
35 145 194
36 67 97
37 81 163
38 43 78
39 83 133
40 200 2
41 24 111
42 59 31
43 50 158
44 111 58
45 181 119
46 8 25
47 122 82
48 58 178
49 193 194
50 54 7
51 31 107
52 166 71
53 90 79
54 132 47
55 4 159
56 161 49
57 25 108
58 89 197
59 198 34
60 86 25
61 48 70
62 63 153
63 164 93
64 81 114
65 143 128
66 30 129
67 81 78
68 46 157
69 24 78
70 186 120
71 156 177
72 94 125
73 26 42
74 91 18
75 40 117
76 21 194
77 37 78
78 177 195
79 92 18
80 145 150
81 64 92
82 135 15
83 125 131
84 47 172
85 47 52
86 100 156
87 22 77
88 81 104
89 118 173
90 94 180
91 2 39
92 32 57
93 178 196
94 47 157
95 160 137
96 163 4
97 42 107
98 64 21
99 54 91
