N 100 
0 67 91
1 151 129
2 102 94
3 46 54
4 178 38
5 177 120
6 66 41
7 185 18
8 45 184
9 153 103
10 188 7
11 164 110
12 138 64
13 33 46
14 129 153
15 62 157
16 85 147
17 200 53
18 123 148
19 170 55
20 8 151
21 48 96
22 69 25
23 199 33
24 152 22
25 95 185
26 37 122
27 147 47
28 192 26
29 166 14
30 67 95
31 115 185
32 143 172
33 134 121
34 76 101
35 143 139
36 55 189
37 54 177
38 64 123
39 153 43
40 80 173
41 34 147
42 44 191
43 103 199
44 143 115
45 82 187
46 92 89
47 197 58
48 19 141
49 175 125
50 95 134
51 23 96
52 194 176
53 5 104
54 21 12
55 21 193
56 26 141
57 36 81
58 67 55
59 139 122
60 85 33
61 151 86
62 118 137
63 145 47
64 134 143
65 125 129
66 172 65
67 62 136
68 133 75
69 22 82
70 150 50
71 118 143
72 146 42
73 20 79
74 188 140
75 88 35
76 74 5
77 93 29
78 165 145
79 191 153
80 178 143
81 189 170
82 160 100
83 137 9
84 20 61
85 118 35
86 53 2
87 16 167
88 185 133
89 64 149
90 165 75
91 138 118
92 49 108
93 138 33
94 9 6
95 12 160
96 21 52
97 54 71
98 34 32
99 166 85
