N 100 
0 29 121
1 123 79
2 139 31
3 45 60
4 37 159
5 147 10
6 121 199
7 93 19
8 165 15
9 7 133
10 136 192
11 148 88
12 159 24
13 125 142
14 72 168
15 88 92
16 63 10
17 158 46
18 85 8
19 73 12
20 115 140
21 184 12
22 38 126
23 41 30
24 8 192
25 76 165
26 155 52
27 141 43
28 94 135
29 141 98
30 172 130
31 172 15
32 178 145
33 89 19
34 152 141
35 133 180
36 60 104
37 194 177
38 197 182
39 194 11
40 154 197
41 103 80
42 39 142
43 29 52
44 69 123
45 123 126
46 53 169
47 0 81
48 55 148
49 149 146
50 65 183
51 169 115
52 180 175
53 136 6
54 2 64
55 127 69
56 141 198
57 157 40
58 121 197
59 19 28
60 196 68
61 53 77
62 153 77
63 68 84
64 172 142
65 57 107
66 47 29
67 127 181
68 178 166
69 186 57
70 151 149
71 195 114
72 160 36
73 60 158
74 132 138
75 71 139
76 183 179
77 169 69
78 74 174
79 172 99
80 171 80
81 174 93
82 42 66
83 16 98
84 153 53
85 195 1
86 45 110
87 39 168
88 103 190
89 96 100
90 86 122
91 61 195
92 51 24
93 33 167
94 175 21
95 73 175
96 37 116
97 125 178
98 0 49
99 16 34
