N 100 
0 147 134
1 109 185
2 101 100
3 149 8
4 176 8
5 19 64
6 43 115
7 152 25
8 131 54
9 99 118
10 148 195
11 6 94
12 39 63
13 175 37
14 47 40
15 200 8
16 120 77
17 110 52
18 53 143
19 172 153
20 123 160
21 134 85
22 71 141
23 51 155
24 140 148
25 42 137
26 196 177
27 52 46
28 118 108
29 112 129
30 132 58
31 180 108
32 128 56
33 49 44
34 125 176
35 161 25
36 1 166
37 116 65
38 198 54
39 110 183
40 146 129
41 39 117
42 168 142
43 99 167
44 196 91
45 100 38
46 25 88
47 189 10
48 95 79
49 132 127
50 127 83
51 199 62
52 173 90
53 126 200
54 78 60
55 115 68
56 13 107
57 52 121
58 127 68
59 197 146
60 133 2
61 105 124
62 101 113
63 163 85
64 102 25
65 160 129
66 140 26
67 13 157
68 21 127
69 52 8
70 187 144
71 105 80
72 195 26
73 25 31
74 194 115
75 172 173
76 166 9
77 12 25
78 66 5
79 40 111
80 92 185
81 194 84
82 156 140
83 113 86
84 112 133
85 88 136
86 141 159
87 134 7
88 13 112
89 10 131
90 189 28
91 5 47
92 175 95
93 70 145
94 56 122
95 183 163
96 71 196
97 104 26
98 130 14
99 152 193
