N 100 
0 187 194
1 190 62
2 143 176
3 189 69
4 104 115
5 72 169
6 10 30
7 17 39
8 114 21
9 131 136
10 62 44
11 50 136
12 107 145
13 200 169
14 149 159
15 200 193
16 200 168
17 114 180
18 0 106
19 173 103
20 43 160
21 141 131
22 193 19
23 189 5
24 176 36
25 1 87
26 86 22
27 129 94
28 119 118
29 41 11
30 8 130
31 79 32
32 43 163
33 140 9
34 121 116
35 77 18
36 97 65
37 23 9
38 3 72
39 83 81
40 70 163
41 83 18
42 200 19
43 36 150
44 1 161
45 119 71
46 69 174
47 88 191
48 25 18
49 153 136
50 43 71
51 31 135
52 137 107
53 200 97
54 162 156
55 36 176
56 188 20
57 195 35
58 55 57
59 112 188
60 192 42
61 133 196
62 180 12
63 150 158
64 44 135
65 196 91
66 131 47
67 73 94
68 4 107
69 85 104
70 166 51
71 11 188
72 148 106
73 59 17
74 0 91
75 5 14
76 166 131
77 61 28
78 2 6
79 88 115
80 97 106
81 173 125
82 78 41
83 69 175
84 15 88
85 16 65
86 56 134
87 115 175
88 115 78
89 102 116
90 138 108
91 17 76
92 133 155
93 117 67
94 146 170
95 59 188
96 30 170
97 196 99
98 166 176
99 49 31
