N 100 
0 106 43
1 194 82
2 51 121
3 91 86
4 169 77
5 153 116
6 139 68
7 111 74
8 187 57
9 53 178
10 63 59
11 27 122
12 12 57
13 157 136
14 173 147
15 164 164
16 20 98
17 73 17
18 18 59
19 188 76
20 173 173
21 119 161
22 191 21
23 135 81
24 59 143
25 177 197
26 16 113
27 124 150
28 180 31
29 53 18
30 183 181
31 12 132
32 98 29
33 46 61
34 175 148
35 156 68
36 144 135
37 67 6
38 84 99
39 189 134
40 179 63
41 49 164
42 153 88
43 58 152
44 194 130
45 91 44
46 191 171
47 96 172
48 187 192
49 136 109
50 160 168
51 19 37
52 177 178
53 128 50
54 89 176
55 29 176
56 43 68
57 149 186
58 64 21
59 177 142
60 179 104
61 125 147
62 132 100
63 33 55
64 9 143
65 11 98
66 144 151
67 42 28
68 80 108
69 110 76
70 189 14
71 29 70
72 16 38
73 189 35
74 188 103
75 65 76
76 183 178
77 54 120
78 119 122
79 65 156
80 29 128
81 25 119
82 92 55
83 71 38
84 166 144
85 192 132
86 169 14
87 151 62
88 173 160
89 145 187
90 36 171
91 111 111
92 199 152
93 66 97
94 168 70
95 152 128
96 138 81
97 91 32
98 131 146
99 152 102
