N 100 
0 38 167
1 190 33
2 51 29
3 151 80
4 151 166
5 119 75
6 12 176
7 72 89
8 179 133
9 185 98
10 67 22
11 81 129
12 102 160
13 194 28
14 105 62
15 71 82
16 61 149
17 10 17
18 149 142
19 126 80
20 195 151
21 58 197
22 126 128
23 7 162
24 181 174
25 25 130
26 138 83
27 120 76
28 155 89
29 112 21
30 191 59
31 91 133
32 164 178
33 135 96
34 166 27
35 36 163
36 54 85
37 6 145
38 162 42
39 145 51
40 33 145
41 138 181
42 80 101
43 29 119
44 17 50
45 154 20
46 191 61
47 80 164
48 182 69
49 48 71
50 193 167
51 149 185
52 191 181
53 18 141
54 188 142
55 28 39
56 83 39
57 70 98
58 41 61
59 94 194
60 31 169
61 20 179
62 1 163
63 200 124
64 38 51
65 68 182
66 151 144
67 28 77
68 162 142
69 30 32
70 128 5
71 86 190
72 125 64
73 100 35
74 49 152
75 145 33
76 51 155
77 24 101
78 60 19
79 132 32
80 194 33
81 4 160
82 142 114
83 78 63
84 75 150
85 193 51
86 189 10
87 84 173
88 9 59
89 123 182
90 176 107
91 121 172
92 132 87
93 27 29
94 191 26
95 128 155
96 175 76
97 98 3
98 200 35
99 167 91
