N 100 
0 110 38
1 47 108
2 128 194
3 21 175
4 163 196
5 119 144
6 139 52
7 10 118
8 38 188
9 40 135
10 98 151
11 183 113
12 196 113
13 186 40
14 165 55
15 143 185
16 153 180
17 186 86
18 102 172
19 116 163
20 180 99
21 149 107
22 169 144
23 39 193
24 19 173
25 59 26
26 160 188
27 64 59
28 152 192
29 131 131
30 151 187
31 161 91
32 54 55
33 17 79
34 152 49
35 85 186
36 124 112
37 129 30
38 91 174
39 95 134
40 47 11
41 112 196
42 157 99
43 60 113
44 62 3
45 8 118
46 5 85
47 133 150
48 54 151
49 54 57
50 180 86
51 127 1
52 171 172
53 131 111
54 53 99
55 117 111
56 131 178
57 188 5
58 135 1
59 154 195
60 45 146
61 105 41
62 22 170
63 197 69
64 32 156
65 171 45
66 78 59
67 10 113
68 21 157
69 74 60
70 98 50
71 149 12
72 130 86
73 20 93
74 14 18
75 138 121
76 143 169
77 70 41
78 4 123
79 137 128
80 50 116
81 34 137
82 196 74
83 168 184
84 107 106
85 146 83
86 97 43
87 187 78
88 60 123
89 186 24
90 174 91
91 168 34
92 155 98
93 79 99
94 28 168
95 183 90
96 79 45
97 4 198
98 141 122
99 122 103
