N 100 
0 157 184
1 113 38
2 47 57
3 43 73
4 89 115
5 192 142
6 120 169
7 148 37
8 95 178
9 15 131
10 54 193
11 103 196
12 104 28
13 127 159
14 86 167
15 160 181
16 69 0
17 27 48
18 181 55
19 55 133
20 62 157
21 0 21
22 58 135
23 37 184
24 87 191
25 159 174
26 9 26
27 20 29
28 71 15
29 150 41
30 176 44
31 88 198
32 150 169
33 51 188
34 80 136
35 56 194
36 189 155
37 84 151
38 152 175
39 68 13
40 164 184
41 62 79
42 173 100
43 163 146
44 73 21
45 4 190
46 98 88
47 149 116
48 109 195
49 128 154
50 120 147
51 48 123
52 142 59
53 177 69
54 26 44
55 35 121
56 69 77
57 14 110
58 165 163
59 108 104
60 82 177
61 139 162
62 120 137
63 149 160
64 45 12
65 181 19
66 112 102
67 101 149
68 175 24
69 147 30
70 13 28
71 181 185
72 8 167
73 190 78
74 4 22
75 61 159
76 163 1
77 144 59
78 195 150
79 72 182
80 77 0
81 58 75
82 113 178
83 101 174
84 174 87
85 181 74
86 23 161
87 173 56
88 83 34
89 56 50
90 132 120
91 107 34
92 138 104
93 58 83
94 10 104
95 192 10
96 173 85
97 18 98
98 124 169
99 80 182
