N 100 
0 126 17
1 94 24
2 44 5
3 17 22
4 19 152
5 191 101
6 12 168
7 179 104
8 115 175
9 56 116
10 191 90
11 16 83
12 187 167
13 155 39
14 5 56
15 70 14
16 28 55
17 13 23
18 142 179
19 131 186
20 150 80
21 45 193
22 25 159
23 137 187
24 1 61
25 74 96
26 41 141
27 47 81
28 152 14
29 14 94
30 51 7
31 35 102
32 41 58
33 22 162
34 181 134
35 106 160
36 198 50
37 90 156
38 45 137
39 79 110
40 52 9
41 51 85
42 108 72
43 184 40
44 95 10
45 167 73
46 159 110
47 77 69
48 196 79
49 129 81
50 92 5
51 85 22
52 79 98
53 65 199
54 153 119
55 56 55
56 55 99
57 50 54
58 176 13
59 172 43
60 185 195
61 126 89
62 74 167
63 153 135
64 31 160
65 110 13
66 130 146
67 32 197
68 163 24
69 70 87
70 28 141
71 121 105
72 11 172
73 142 107
74 153 96
75 70 59
76 89 87
77 12 35
78 86 131
79 94 158
80 23 133
81 129 187
82 6 104
83 24 177
84 111 71
85 40 157
86 143 39
87 114 44
88 26 3
89 106 72
90 79 102
91 115 115
92 164 146
93 23 47
94 195 143
95 134 20
96 59 110
97 101 172
98 133 54
99 114 3
