N 100 
0 178 17
1 60 188
2 80 107
3 159 9
4 12 140
5 168 183
6 141 13
7 199 197
8 0 77
9 127 75
10 14 155
11 191 173
12 31 11
13 25 84
14 120 92
15 99 141
16 3 45
17 87 127
18 46 165
19 111 132
20 183 184
21 132 162
22 76 59
23 98 15
24 166 170
25 158 69
26 42 4
27 141 80
28 15 178
29 52 196
30 147 61
31 74 10
32 118 116
33 87 120
34 100 86
35 75 46
36 194 54
37 24 102
38 198 87
39 199 39
40 33 30
41 49 90
42 183 16
43 79 100
44 136 181
45 80 46
46 148 16
47 7 134
48 112 191
49 126 162
50 160 74
51 15 196
52 23 94
53 47 25
54 43 15
55 188 35
56 166 116
57 159 119
58 142 39
59 91 38
60 32 38
61 164 1
62 41 9
63 18 3
64 98 168
65 77 66
66 141 89
67 92 163
68 89 37
69 9 48
70 81 43
71 95 123
72 22 121
73 174 48
74 166 162
75 196 139
76 43 99
77 147 147
78 89 187
79 167 195
80 21 100
81 65 26
82 167 148
83 80 4
84 145 24
85 151 34
86 89 52
87 150 85
88 200 41
89 137 163
90 177 3
91 170 199
92 91 105
93 25 198
94 89 41
95 95 63
96 32 31
97 16 189
98 96 200
99 91 128
