N 100 
0 51 58
1 187 156
2 159 2
3 101 84
4 74 185
5 82 98
6 64 9
7 155 116
8 175 32
9 63 176
10 181 157
11 77 121
12 52 81
13 182 38
14 148 142
15 108 186
16 131 132
17 25 181
18 19 98
19 28 131
20 94 199
21 6 87
22 86 54
23 69 136
24 102 44
25 17 189
26 139 199
27 90 197
28 78 146
29 166 105
30 172 51
31 44 12
32 90 24
33 105 104
34 128 23
35 110 125
36 80 143
37 108 53
38 66 117
39 89 182
40 128 171
41 190 184
42 112 107
43 95 124
44 140 150
45 144 6
46 4 57
47 104 173
48 99 95
49 32 68
50 181 86
51 165 151
52 167 180
53 112 95
54 151 140
55 19 142
56 95 120
57 31 155
58 60 91
59 87 121
60 79 184
61 40 17
62 133 94
63 143 63
64 94 165
65 80 45
66 168 182
67 110 95
68 40 51
69 28 106
70 155 195
71 132 25
72 88 4
73 163 12
74 94 91
75 128 32
76 93 51
77 88 19
78 90 88
79 99 179
80 70 146
81 123 77
82 98 112
83 82 128
84 23 184
85 148 168
86 155 4
87 147 39
88 140 133
89 56 91
90 23 76
91 193 165
92 88 70
93 22 81
94 15 124
95 96 124
96 1 162
97 96 19
98 166 85
99 90 168
