N 100 
0 29 49
1 177 37
2 154 70
3 91 99
4 152 137
5 53 9
6 189 26
7 51 166
8 92 26
9 24 12
10 88 65
11 24 134
12 1 11
13 57 95
14 122 14
15 104 181
16 26 37
17 114 53
18 123 40
19 29 101
20 57 131
21 43 191
22 133 187
23 29 159
24 46 148
25 155 96
26 38 112
27 70 51
28 105 168
29 53 87
30 123 50
31 2 144
32 64 158
33 119 175
34 88 31
35 172 12
36 17 97
37 92 193
38 21 6
39 149 174
40 158 173
41 136 130
42 182 47
43 7 184
44 82 5
45 48 167
46 39 179
47 112 62
48 164 188
49 113 128
50 106 125
51 133 180
52 66 65
53 100 159
54 168 54
55 165 3
56 6 36
57 118 174
58 99 182
59 192 116
60 118 97
61 126 4
62 67 111
63 200 128
64 171 24
65 7 27
66 147 37
67 45 197
68 57 92
69 93 139
70 164 126
71 23 123
72 61 36
73 129 112
74 174 0
75 11 141
76 196 179
77 60 151
78 132 27
79 188 75
80 3 89
81 162 52
82 30 84
83 152 51
84 22 18
85 125 136
86 135 81
87 120 14
88 200 118
89 168 60
90 166 27
91 33 135
92 52 9
93 194 50
94 4 88
95 110 182
96 155 156
97 50 122
98 94 77
99 115 111
