N 100 
0 38 71
1 36 120
2 183 75
3 151 22
4 131 137
5 197 173
6 77 120
7 16 157
8 155 84
9 106 42
10 152 44
11 72 108
12 99 91
13 4 107
14 200 28
15 20 31
16 13 12
17 168 149
18 103 146
19 2 144
20 11 35
21 191 58
22 153 90
23 94 138
24 100 55
25 130 109
26 45 139
27 80 115
28 176 126
29 179 103
30 169 189
31 143 0
32 160 58
33 140 69
34 3 133
35 92 2
36 12 4
37 23 86
38 22 176
39 76 139
40 138 97
41 174 190
42 61 191
43 196 63
44 51 164
45 38 87
46 132 75
47 100 77
48 198 51
49 196 154
50 20 146
51 67 117
52 158 73
53 189 188
54 70 74
55 171 97
56 146 145
57 146 16
58 37 100
59 94 1
60 160 0
61 36 151
62 74 70
63 121 40
64 196 77
65 90 48
66 114 113
67 164 175
68 21 55
69 8 58
70 158 151
71 198 48
72 91 172
73 187 67
74 173 76
75 99 2
76 60 145
77 200 84
78 58 99
79 75 181
80 109 19
81 40 21
82 169 115
83 115 133
84 28 158
85 76 159
86 153 22
87 26 77
88 116 38
89 10 112
90 191 108
91 29 32
92 59 91
93 40 199
94 162 77
95 118 80
96 139 140
97 26 128
98 77 171
99 165 184
