N 100 
0 154 43
1 174 5
2 145 80
3 175 133
4 129 142
5 104 196
6 112 151
7 157 169
8 67 75
9 121 117
10 68 197
11 184 89
12 60 113
13 20 101
14 186 147
15 131 29
16 93 168
17 111 10
18 175 113
19 18 114
20 48 160
21 88 127
22 188 118
23 98 137
24 129 103
25 18 124
26 177 29
27 5 148
28 75 89
29 93 105
30 156 42
31 178 25
32 2 111
33 156 31
34 102 199
35 194 77
36 153 137
37 13 108
38 180 3
39 124 192
40 67 104
41 75 177
42 139 28
43 55 101
44 168 96
45 103 3
46 165 142
47 107 66
48 59 66
49 107 125
50 10 18
51 87 149
52 74 161
53 132 200
54 71 169
55 30 100
56 50 122
57 146 112
58 10 77
59 81 60
60 139 15
61 79 140
62 36 10
63 20 104
64 78 35
65 158 100
66 139 1
67 130 175
68 181 143
69 19 57
70 198 58
71 90 122
72 184 113
73 160 3
74 136 125
75 150 119
76 71 164
77 17 30
78 42 61
79 152 81
80 79 145
81 83 181
82 23 143
83 3 189
84 199 142
85 73 160
86 187 87
87 25 65
88 124 159
89 134 160
90 194 165
91 174 13
92 131 168
93 54 155
94 183 61
95 22 47
96 194 137
97 172 85
98 166 3
99 37 94
