N 100 
0 80 0
1 40 173
2 168 113
3 130 40
4 180 197
5 99 173
6 130 130
7 61 20
8 91 49
9 156 140
10 91 28
11 162 77
12 95 73
13 60 127
14 121 59
15 38 153
16 134 139
17 142 91
18 198 125
19 62 144
20 40 14
21 114 176
22 124 55
23 12 82
24 177 27
25 41 124
26 103 36
27 98 98
28 101 65
29 189 147
30 18 23
31 15 130
32 0 67
33 125 15
34 90 142
35 36 97
36 36 74
37 108 6
38 105 136
39 190 199
40 119 88
41 14 127
42 95 85
43 58 98
44 173 23
45 125 161
46 80 127
47 145 3
48 177 43
49 130 11
50 159 189
51 48 127
52 162 83
53 64 186
54 116 39
55 94 13
56 110 136
57 34 34
58 94 178
59 56 187
60 54 20
61 107 170
62 164 45
63 92 73
64 105 41
65 26 66
66 180 194
67 183 79
68 31 56
69 180 175
70 5 134
71 146 4
72 67 42
73 139 7
74 79 21
75 27 143
76 95 190
77 86 180
78 174 166
79 138 8
80 115 150
81 123 166
82 28 136
83 141 29
84 58 130
85 12 108
86 37 39
87 17 125
88 189 35
89 156 199
90 200 141
91 188 62
92 119 116
93 86 146
94 90 118
95 39 45
96 45 72
97 80 137
98 30 55
99 45 41
