N 100 
0 174 158
1 30 19
2 31 190
3 9 195
4 47 171
5 35 28
6 114 127
7 23 102
8 9 21
9 115 126
10 94 5
11 101 143
12 30 197
13 77 32
14 66 51
15 153 14
16 139 65
17 44 37
18 67 140
19 41 194
20 164 124
21 19 26
22 124 76
23 43 167
24 87 192
25 20 113
26 146 136
27 74 55
28 142 160
29 30 43
30 5 161
31 11 15
32 103 43
33 148 183
34 133 78
35 140 35
36 171 100
37 154 29
38 51 87
39 129 140
40 89 32
41 38 69
42 161 22
43 24 159
44 139 5
45 187 177
46 29 67
47 118 103
48 67 185
49 27 66
50 91 21
51 15 156
52 148 51
53 197 171
54 155 104
55 168 183
56 56 149
57 103 27
58 9 119
59 155 152
60 160 78
61 119 28
62 54 72
63 130 155
64 169 85
65 105 130
66 66 192
67 38 50
68 33 64
69 103 7
70 199 32
71 135 26
72 186 198
73 135 60
74 199 157
75 146 174
76 193 62
77 84 37
78 185 134
79 59 96
80 4 19
81 103 159
82 123 58
83 115 0
84 103 25
85 189 96
86 104 185
87 134 163
88 97 176
89 56 180
90 107 185
91 111 131
92 44 47
93 42 7
94 132 162
95 47 14
96 3 11
97 29 163
98 182 124
99 123 133
