N 100 
0 113 30
1 85 59
2 191 112
3 155 131
4 8 170
5 8 75
6 124 18
7 87 36
8 180 27
9 52 200
10 118 127
11 152 198
12 67 146
13 138 26
14 160 55
15 155 136
16 191 54
17 175 29
18 169 20
19 8 141
20 83 111
21 199 127
22 122 90
23 147 110
24 165 62
25 67 1
26 22 22
27 27 167
28 183 192
29 87 96
30 12 70
31 26 110
32 63 61
33 152 31
34 33 16
35 144 94
36 88 69
37 9 155
38 3 2
39 119 174
40 38 42
41 89 0
42 99 124
43 14 136
44 88 133
45 88 37
46 107 33
47 147 107
48 60 155
49 168 108
50 61 13
51 21 90
52 99 165
53 175 128
54 44 190
55 119 2
56 30 7
57 78 146
58 141 70
59 85 99
60 58 132
61 44 12
62 172 135
63 69 131
64 121 12
65 191 180
66 182 183
67 36 179
68 9 40
69 39 57
70 122 116
71 130 55
72 79 123
73 191 63
74 40 83
75 167 9
76 33 118
77 27 16
78 158 92
79 164 184
80 185 70
81 181 4
82 160 134
83 155 73
84 32 44
85 1 133
86 56 8
87 79 60
88 149 152
89 83 134
90 53 141
91 2 53
92 124 68
93 167 107
94 198 180
95 158 87
96 133 119
97 161 173
98 72 48
99 21 42
