N 100 
0 101 136
1 136 103
2 97 167
3 104 163
4 63 41
5 155 108
6 23 95
7 86 57
8 103 75
9 179 93
10 154 129
11 71 148
12 62 78
13 121 5
14 166 28
15 130 74
16 111 126
17 38 90
18 67 192
19 41 172
20 24 131
21 76 194
22 50 41
23 170 1
24 138 171
25 60 131
26 62 38
27 64 57
28 185 183
29 50 198
30 87 196
31 10 162
32 26 166
33 21 178
34 94 7
35 171 82
36 119 80
37 76 181
38 28 172
39 1 167
40 160 132
41 28 169
42 179 98
43 116 175
44 110 140
45 178 66
46 172 153
47 48 31
48 163 145
49 1 55
50 114 137
51 156 127
52 142 159
53 194 187
54 1 50
55 189 60
56 146 165
57 10 42
58 97 199
59 20 49
60 42 67
61 65 190
62 116 59
63 22 200
64 192 43
65 164 165
66 1 188
67 163 93
68 46 45
69 156 139
70 16 139
71 54 177
72 157 151
73 148 112
74 142 55
75 53 68
76 34 153
77 182 199
78 112 182
79 69 156
80 88 42
81 128 62
82 180 43
83 171 177
84 91 102
85 118 136
86 124 142
87 179 192
88 190 36
89 45 147
90 57 94
91 139 92
92 83 98
93 25 128
94 9 181
95 112 21
96 144 16
97 59 199
98 106 21
99 8 22
