N 100 
0 96 12
1 186 146
2 125 46
3 104 41
4 81 51
5 13 143
6 177 72
7 151 179
8 64 38
9 139 133
10 82 196
11 73 157
12 136 90
13 92 195
14 198 141
15 47 61
16 86 55
17 149 185
18 77 176
19 77 43
20 65 118
21 155 180
22 196 150
23 97 33
24 146 126
25 120 75
26 99 88
27 97 127
28 40 103
29 173 185
30 122 178
31 21 131
32 79 84
33 102 141
34 160 57
35 27 66
36 139 101
37 23 138
38 73 167
39 7 143
40 64 108
41 143 54
42 43 8
43 127 158
44 108 154
45 2 4
46 23 47
47 123 86
48 109 88
49 0 171
50 146 35
51 178 75
52 71 154
53 55 132
54 173 26
55 59 199
56 116 139
57 195 58
58 5 13
59 81 128
60 17 37
61 39 178
62 157 156
63 41 183
64 102 8
65 2 99
66 159 2
67 97 37
68 105 47
69 150 135
70 16 99
71 102 9
72 116 1
73 46 30
74 175 94
75 179 30
76 127 30
77 149 113
78 175 145
79 91 54
80 164 165
81 163 101
82 37 183
83 9 63
84 140 32
85 43 77
86 100 168
87 81 181
88 143 153
89 156 161
90 143 7
91 27 5
92 38 124
93 32 14
94 117 90
95 6 62
96 184 83
97 101 0
98 177 187
99 82 42
