N 100 
0 137 129
1 36 68
2 113 44
3 55 48
4 54 104
5 67 135
6 129 162
7 161 4
8 39 14
9 2 94
10 197 21
11 19 181
12 111 110
13 47 197
14 78 30
15 140 128
16 71 79
17 101 98
18 40 194
19 39 151
20 44 14
21 11 150
22 110 183
23 126 83
24 93 104
25 129 122
26 98 91
27 62 35
28 116 40
29 198 15
30 148 91
31 140 184
32 29 144
33 70 85
34 114 74
35 2 168
36 28 140
37 73 186
38 111 23
39 178 91
40 13 79
41 81 7
42 174 20
43 171 88
44 83 107
45 29 101
46 167 162
47 35 184
48 182 127
49 27 148
50 195 18
51 82 29
52 63 98
53 2 176
54 40 117
55 53 185
56 113 123
57 4 128
58 124 179
59 84 60
60 159 111
61 125 170
62 24 77
63 1 99
64 69 20
65 101 193
66 69 174
67 167 153
68 122 110
69 170 169
70 57 58
71 3 131
72 55 193
73 31 78
74 73 121
75 44 37
76 47 90
77 137 10
78 45 43
79 130 122
80 55 26
81 167 119
82 160 6
83 196 58
84 118 27
85 97 131
86 46 130
87 163 5
88 191 171
89 18 198
90 171 193
91 25 154
92 24 117
93 92 178
94 151 110
95 114 114
96 6 30
97 133 117
98 19 112
99 67 115
