N 100 
0 99 127
1 153 38
2 116 54
3 104 45
4 155 187
5 128 97
6 98 119
7 35 184
8 175 113
9 96 139
10 56 170
11 43 186
12 149 29
13 67 52
14 183 108
15 164 132
16 10 97
17 100 172
18 63 8
19 137 152
20 38 100
21 184 28
22 175 64
23 54 100
24 110 179
25 80 158
26 1 50
27 5 110
28 136 162
29 98 28
30 114 165
31 83 188
32 113 62
33 57 185
34 38 76
35 60 195
36 93 2
37 101 95
38 175 18
39 23 54
40 89 1
41 99 196
42 51 119
43 101 93
44 76 114
45 153 29
46 199 140
47 23 97
48 13 40
49 126 168
50 110 200
51 190 47
52 53 159
53 117 94
54 67 104
55 9 2
56 3 171
57 6 190
58 117 60
59 117 125
60 200 105
61 96 95
62 133 45
63 148 22
64 29 32
65 77 68
66 111 168
67 35 75
68 27 173
69 62 137
70 121 152
71 138 104
72 93 105
73 33 191
74 84 199
75 79 93
76 128 192
77 179 193
78 64 127
79 136 118
80 178 107
81 45 2
82 136 167
83 138 165
84 68 36
85 80 18
86 110 51
87 112 8
88 30 27
89 141 20
90 98 58
91 142 128
92 143 29
93 195 124
94 106 143
95 78 167
96 172 112
97 40 132
98 38 24
99 193 170
