N 100 
0 179 153
1 52 62
2 4 112
3 193 1
4 85 117
5 23 150
6 109 179
7 13 110
8 11 131
9 15 147
10 86 129
11 193 72
12 145 191
13 190 68
14 77 131
15 27 133
16 42 101
17 13 40
18 74 149
19 68 17
20 13 79
21 27 182
22 42 139
23 172 66
24 147 178
25 106 101
26 59 21
27 114 56
28 91 25
29 50 190
30 170 12
31 176 132
32 106 139
33 97 97
34 46 77
35 107 70
36 56 188
37 38 63
38 27 91
39 9 66
40 145 122
41 73 93
42 2 184
43 121 76
44 126 123
45 60 79
46 10 54
47 149 190
48 148 47
49 22 119
50 36 170
51 44 162
52 145 66
53 118 178
54 22 17
55 63 63
56 93 53
57 110 160
58 9 94
59 74 123
60 189 2
61 120 10
62 109 174
63 145 9
64 69 158
65 128 137
66 190 19
67 181 96
68 139 49
69 29 13
70 3 117
71 76 174
72 50 175
73 141 83
74 168 159
75 75 67
76 86 26
77 171 42
78 124 85
79 130 158
80 125 18
81 117 192
82 2 181
83 21 25
84 179 196
85 134 132
86 200 42
87 96 33
88 58 66
89 78 124
90 7 153
91 70 3
92 199 198
93 104 156
94 19 53
95 161 1
96 99 196
97 83 97
98 115 45
99 7 170
