N 100 
0 150 186
1 161 199
2 89 135
3 186 71
4 20 81
5 181 79
6 161 150
7 32 170
8 85 153
9 133 131
10 164 85
11 194 40
12 199 38
13 175 74
14 143 182
15 88 23
16 61 182
17 176 41
18 104 4
19 137 139
20 136 153
21 99 99
22 77 53
23 50 13
24 118 36
25 138 188
26 179 50
27 22 66
28 170 118
29 16 37
30 86 199
31 39 15
32 21 169
33 91 140
34 111 114
35 176 110
36 187 148
37 50 53
38 21 70
39 85 129
40 2 77
41 163 29
42 125 152
43 156 27
44 14 32
45 65 75
46 192 74
47 77 132
48 112 47
49 78 56
50 97 3
51 87 29
52 138 154
53 166 2
54 124 119
55 91 128
56 103 60
57 47 82
58 67 175
59 100 50
60 54 133
61 115 166
62 152 132
63 73 21
64 48 56
65 61 156
66 64 190
67 40 64
68 73 108
69 21 45
70 105 106
71 92 80
72 163 73
73 179 128
74 32 134
75 188 120
76 30 104
77 71 14
78 109 26
79 171 29
80 139 13
81 173 106
82 147 174
83 154 17
84 79 179
85 198 159
86 114 71
87 34 6
88 47 158
89 48 37
90 92 104
91 100 128
92 188 65
93 121 100
94 176 157
95 187 89
96 23 128
97 188 44
98 151 91
99 179 97
