N 100 
0 21 159
1 144 175
2 17 0
3 51 192
4 69 11
5 129 80
6 21 21
7 166 14
8 121 160
9 77 36
10 177 28
11 178 107
12 161 113
13 84 99
14 34 174
15 87 183
16 68 24
17 144 19
18 54 39
19 91 161
20 13 50
21 171 162
22 122 57
23 83 33
24 44 30
25 176 109
26 123 54
27 86 121
28 33 103
29 154 121
30 138 122
31 179 174
32 51 96
33 110 12
34 26 10
35 123 18
36 175 173
37 101 52
38 65 108
39 7 30
40 162 188
41 10 93
42 119 144
43 71 40
44 195 97
45 148 50
46 32 186
47 37 123
48 110 164
49 146 178
50 124 181
51 118 68
52 186 43
53 141 199
54 102 165
55 151 67
56 141 34
57 184 182
58 121 84
59 146 60
60 171 119
61 89 199
62 62 159
63 133 68
64 14 48
65 90 175
66 119 155
67 143 103
68 145 158
69 28 26
70 79 112
71 181 3
72 195 93
73 10 43
74 36 50
75 89 108
76 193 125
77 130 179
78 13 164
79 93 9
80 148 19
81 167 80
82 111 112
83 16 67
84 183 151
85 96 34
86 194 28
87 37 26
88 28 39
89 35 20
90 99 120
91 1 92
92 1 151
93 186 169
94 169 42
95 10 58
96 75 149
97 118 197
98 87 125
99 36 165
