N 100 
0 85 188
1 118 85
2 151 130
3 23 2
4 182 160
5 113 163
6 192 174
7 121 182
8 167 145
9 165 139
10 121 8
11 35 55
12 97 22
13 148 111
14 29 172
15 23 180
16 17 84
17 132 56
18 88 170
19 61 133
20 57 172
21 106 91
22 109 45
23 31 122
24 39 19
25 113 41
26 75 141
27 196 50
28 108 54
29 83 158
30 149 4
31 32 90
32 41 61
33 194 120
34 174 123
35 135 59
36 171 43
37 132 158
38 99 182
39 55 109
40 81 131
41 85 159
42 188 189
43 199 54
44 12 75
45 96 85
46 33 35
47 169 10
48 133 98
49 69 59
50 167 73
51 24 36
52 162 38
53 165 91
54 14 59
55 163 174
56 187 61
57 155 170
58 101 19
59 86 89
60 93 163
61 120 190
62 101 92
63 134 70
64 160 153
65 80 80
66 29 184
67 161 87
68 67 175
69 70 126
70 166 69
71 190 66
72 144 99
73 14 48
74 142 30
75 88 67
76 68 186
77 49 107
78 89 89
79 182 104
80 99 84
81 139 199
82 194 77
83 169 24
84 98 119
85 67 143
86 199 160
87 37 87
88 79 177
89 43 177
90 68 144
91 166 113
92 40 33
93 34 164
94 100 89
95 110 69
96 102 84
97 76 24
98 12 48
99 181 133
