N 100 
0 134 87
1 164 124
2 72 58
3 193 74
4 171 30
5 158 140
6 178 86
7 32 134
8 31 12
9 8 70
10 150 37
11 168 79
12 57 170
13 88 148
14 97 198
15 119 132
16 26 54
17 95 3
18 192 42
19 54 9
20 52 88
21 81 29
22 97 67
23 92 54
24 51 112
25 26 96
26 193 109
27 181 165
28 166 61
29 103 182
30 158 17
31 122 10
32 153 62
33 53 26
34 59 105
35 75 160
36 1 177
37 128 183
38 182 15
39 65 77
40 25 2
41 171 129
42 11 58
43 53 174
44 110 176
45 49 81
46 42 56
47 136 137
48 159 3
49 176 1
50 120 75
51 135 135
52 152 171
53 110 59
54 170 131
55 148 62
56 148 20
57 194 2
58 119 19
59 105 120
60 56 52
61 19 162
62 110 167
63 131 187
64 50 14
65 133 89
66 102 56
67 100 88
68 195 6
69 95 122
70 96 102
71 69 4
72 29 106
73 106 19
74 197 174
75 0 88
76 187 115
77 91 135
78 150 176
79 93 153
80 69 32
81 122 168
82 148 10
83 160 87
84 125 87
85 145 195
86 138 149
87 89 180
88 51 133
89 160 110
90 82 128
91 187 71
92 34 71
93 12 93
94 100 40
95 81 75
96 15 68
97 155 13
98 135 85
99 164 146
