N 100 
0 38 32
1 54 85
2 152 52
3 77 130
4 159 15
5 133 169
6 151 200
7 97 176
8 192 161
9 57 112
10 3 78
11 161 85
12 56 67
13 93 25
14 37 20
15 189 19
16 4 51
17 155 101
18 17 190
19 163 127
20 79 16
21 177 185
22 155 92
23 158 78
24 75 139
25 173 195
26 128 112
27 1 9
28 171 22
29 92 34
30 18 94
31 62 82
32 103 182
33 84 138
34 177 34
35 161 73
36 92 196
37 188 117
38 78 54
39 163 65
40 63 25
41 85 37
42 93 65
43 87 64
44 199 160
45 76 55
46 103 179
47 84 170
48 18 59
49 78 52
50 39 148
51 97 145
52 166 5
53 170 124
54 193 184
55 190 100
56 47 16
57 171 167
58 37 173
59 30 93
60 149 147
61 124 31
62 149 145
63 188 131
64 180 154
65 120 102
66 8 188
67 173 137
68 38 95
69 137 68
70 5 63
71 135 85
72 197 117
73 31 179
74 184 11
75 8 37
76 84 157
77 39 49
78 144 146
79 149 137
80 193 144
81 107 26
82 109 95
83 47 120
84 78 123
85 13 59
86 28 82
87 94 100
88 57 29
89 98 187
90 21 137
91 82 148
92 165 30
93 145 8
94 167 196
95 24 141
96 14 28
97 11 31
98 194 15
99 115 5
