N 100 
0 28 10
1 145 26
2 174 83
3 167 169
4 192 70
5 76 33
6 38 179
7 71 79
8 184 181
9 6 52
10 164 128
11 77 149
12 143 6
13 27 194
14 151 12
15 127 119
16 181 9
17 45 99
18 87 98
19 81 189
20 67 90
21 32 124
22 153 173
23 152 113
24 84 129
25 187 84
26 22 70
27 159 195
28 8 141
29 69 59
30 73 43
31 94 26
32 166 185
33 79 7
34 196 56
35 168 120
36 36 1
37 96 8
38 33 196
39 111 40
40 103 43
41 3 75
42 89 105
43 53 44
44 190 39
45 84 37
46 69 6
47 41 99
48 160 16
49 90 110
50 74 185
51 65 198
52 44 139
53 34 135
54 5 69
55 61 174
56 15 110
57 130 44
58 54 95
59 124 116
60 8 178
61 170 160
62 94 28
63 79 85
64 17 137
65 37 183
66 109 90
67 144 184
68 171 29
69 119 136
70 137 156
71 87 70
72 62 152
73 14 29
74 107 180
75 116 77
76 178 93
77 176 11
78 127 66
79 112 162
80 151 124
81 134 94
82 175 41
83 42 57
84 46 165
85 70 141
86 46 93
87 74 22
88 77 89
89 130 125
90 137 77
91 118 172
92 38 170
93 21 156
94 174 125
95 153 4
96 3 79
97 3 198
98 91 53
99 116 141
