N 100 
0 137 121
1 157 198
2 48 80
3 20 154
4 70 69
5 104 182
6 105 195
7 49 103
8 185 39
9 26 113
10 88 64
11 83 1
12 134 15
13 168 49
14 175 192
15 62 79
16 145 118
17 107 133
18 72 70
19 78 35
20 105 45
21 162 92
22 152 107
23 88 161
24 46 64
25 111 112
26 125 189
27 93 39
28 68 160
29 178 22
30 173 90
31 31 25
32 94 189
33 131 178
34 9 40
35 84 89
36 43 35
37 27 161
38 69 153
39 9 38
40 144 124
41 162 60
42 14 57
43 135 157
44 1 96
45 162 140
46 39 110
47 55 154
48 173 103
49 136 112
50 23 167
51 192 129
52 23 144
53 138 20
54 46 120
55 80 30
56 157 74
57 6 46
58 115 129
59 106 86
60 157 47
61 1 42
62 24 147
63 18 180
64 76 165
65 110 112
66 155 36
67 79 64
68 136 173
69 78 6
70 168 81
71 110 158
72 84 112
73 95 4
74 33 109
75 103 8
76 64 63
77 112 164
78 113 67
79 199 152
80 63 124
81 144 48
82 127 77
83 39 133
84 61 146
85 118 181
86 166 37
87 33 62
88 103 94
89 74 39
90 34 35
91 14 20
92 105 196
93 87 51
94 74 141
95 113 49
96 8 99
97 52 117
98 136 116
99 88 86
