N 100 
0 12 133
1 193 118
2 163 64
3 39 71
4 184 45
5 127 72
6 45 196
7 184 61
8 56 6
9 136 190
10 107 55
11 96 150
12 84 5
13 25 196
14 87 93
15 1 169
16 143 102
17 140 166
18 75 19
19 7 159
20 87 119
21 40 43
22 97 199
23 122 109
24 73 139
25 178 5
26 64 24
27 102 194
28 184 189
29 45 98
30 189 97
31 22 185
32 187 159
33 0 115
34 131 51
35 104 106
36 77 157
37 157 3
38 20 98
39 166 11
40 7 120
41 11 149
42 15 0
43 181 164
44 45 148
45 197 8
46 26 129
47 92 98
48 124 24
49 175 3
50 129 112
51 60 75
52 58 36
53 190 62
54 104 100
55 167 145
56 30 153
57 186 85
58 55 149
59 140 110
60 177 147
61 173 11
62 128 107
63 59 197
64 108 7
65 141 47
66 28 23
67 132 46
68 134 128
69 198 178
70 185 30
71 115 23
72 79 178
73 107 86
74 75 48
75 197 184
76 114 191
77 119 19
78 41 102
79 166 99
80 77 200
81 44 104
82 144 168
83 159 184
84 19 117
85 42 20
86 29 130
87 198 138
88 193 52
89 36 183
90 122 30
91 26 22
92 58 103
93 177 183
94 39 63
95 181 159
96 108 59
97 190 176
98 83 155
99 91 82
