N 100 
0 70 183
1 64 156
2 44 115
3 42 111
4 139 114
5 6 25
6 135 80
7 163 60
8 121 116
9 142 94
10 191 117
11 197 42
12 145 148
13 146 97
14 61 2
15 65 116
16 83 83
17 60 104
18 158 89
19 186 72
20 88 13
21 160 133
22 13 2
23 162 112
24 158 182
25 4 123
26 153 66
27 129 163
28 80 53
29 186 29
30 112 195
31 67 65
32 156 155
33 54 170
34 48 188
35 134 76
36 23 41
37 53 33
38 37 81
39 175 87
40 36 57
41 198 18
42 104 7
43 34 18
44 14 35
45 4 97
46 26 46
47 64 114
48 187 195
49 193 110
50 107 100
51 5 186
52 51 79
53 147 179
54 162 6
55 112 88
56 158 87
57 113 116
58 177 59
59 136 83
60 74 83
61 185 67
62 130 50
63 20 99
64 16 171
65 103 54
66 48 130
67 76 122
68 112 31
69 42 91
70 31 109
71 102 126
72 178 87
73 12 53
74 154 180
75 37 29
76 197 176
77 33 81
78 200 1
79 82 17
80 76 1
81 26 91
82 187 115
83 103 42
84 146 11
85 189 90
86 131 114
87 131 77
88 116 183
89 129 7
90 12 67
91 80 199
92 6 179
93 61 185
94 150 80
95 67 124
96 146 181
97 45 65
98 168 84
99 103 18
