N 100 
0 30 82
1 182 65
2 104 136
3 44 13
4 174 162
5 58 76
6 121 45
7 156 105
8 139 120
9 168 151
10 59 25
11 22 110
12 129 167
13 118 117
14 120 7
15 90 21
16 193 79
17 191 134
18 72 154
19 181 28
20 42 50
21 85 17
22 171 113
23 89 56
24 36 164
25 105 186
26 53 84
27 89 96
28 142 35
29 178 197
30 150 187
31 4 101
32 146 72
33 64 165
34 100 13
35 177 44
36 16 98
37 186 156
38 80 95
39 141 173
40 119 136
41 59 149
42 146 84
43 126 190
44 122 144
45 101 85
46 176 12
47 35 197
48 161 189
49 179 153
50 155 79
51 138 76
52 34 162
53 10 119
54 73 87
55 197 63
56 143 182
57 173 48
58 148 91
59 148 32
60 110 55
61 138 139
62 94 61
63 125 8
64 178 195
65 80 20
66 200 73
67 114 40
68 125 171
69 74 168
70 56 118
71 178 124
72 179 34
73 19 172
74 123 108
75 27 52
76 155 22
77 134 37
78 63 92
79 155 30
80 129 58
81 133 143
82 145 199
83 17 22
84 169 26
85 3 81
86 139 148
87 54 1
88 164 156
89 113 24
90 174 101
91 159 67
92 24 83
93 183 98
94 123 165
95 41 184
96 60 27
97 26 94
98 169 147
99 67 146
