N 100 
0 89 188
1 30 151
2 182 141
3 27 197
4 141 96
5 35 14
6 53 181
7 148 87
8 134 181
9 159 74
10 193 13
11 104 57
12 99 83
13 41 178
14 184 5
15 149 72
16 116 70
17 112 187
18 118 74
19 52 3
20 4 32
21 137 154
22 190 3
23 158 98
24 84 104
25 192 27
26 150 85
27 90 99
28 92 150
29 6 172
30 175 171
31 136 101
32 71 173
33 11 67
34 28 168
35 5 57
36 88 124
37 106 74
38 64 190
39 78 117
40 184 150
41 187 116
42 69 140
43 131 68
44 174 143
45 131 82
46 117 91
47 78 126
48 140 147
49 173 39
50 47 75
51 196 90
52 58 39
53 187 142
54 90 178
55 36 113
56 187 60
57 91 72
58 156 121
59 6 167
60 189 13
61 160 12
62 57 12
63 4 153
64 112 132
65 75 116
66 142 12
67 43 19
68 189 54
69 34 33
70 134 148
71 127 175
72 43 197
73 37 33
74 30 194
75 172 160
76 4 2
77 71 190
78 5 133
79 172 118
80 123 140
81 111 24
82 117 8
83 129 123
84 109 165
85 9 37
86 56 191
87 186 31
88 8 139
89 64 100
90 130 120
91 174 144
92 171 21
93 73 132
94 126 73
95 151 124
96 121 34
97 35 102
98 65 177
99 115 188
