N 100 
0 132 196
1 58 195
2 25 81
3 12 178
4 154 26
5 85 12
6 147 165
7 108 106
8 99 103
9 139 186
10 146 141
11 44 65
12 95 107
13 200 26
14 121 22
15 20 29
16 114 40
17 59 47
18 78 109
19 184 79
20 15 175
21 129 9
22 161 7
23 180 143
24 45 189
25 54 193
26 149 66
27 168 5
28 197 25
29 84 137
30 78 138
31 130 78
32 9 44
33 177 151
34 21 9
35 192 192
36 31 64
37 182 68
38 118 51
39 49 89
40 131 137
41 46 104
42 37 71
43 6 16
44 49 183
45 117 196
46 57 11
47 10 88
48 178 39
49 186 77
50 92 55
51 72 64
52 14 196
53 23 69
54 152 32
55 122 114
56 70 190
57 194 94
58 94 6
59 124 132
60 30 128
61 78 106
62 126 111
63 131 195
64 117 42
65 13 116
66 114 195
67 59 68
68 0 110
69 124 185
70 36 26
71 85 9
72 160 23
73 6 84
74 19 126
75 158 46
76 109 37
77 72 117
78 49 99
79 157 119
80 43 125
81 187 67
82 14 106
83 77 170
84 26 57
85 81 73
86 154 193
87 146 70
88 165 178
89 162 183
90 19 193
91 105 159
92 91 91
93 108 43
94 75 52
95 41 61
96 158 88
97 133 1
98 196 151
99 188 42
