N 100 
0 54 62
1 104 65
2 143 67
3 24 38
4 175 87
5 176 98
6 96 3
7 24 128
8 186 60
9 132 141
10 94 127
11 181 78
12 121 143
13 148 136
14 169 64
15 76 40
16 155 64
17 75 144
18 114 153
19 90 195
20 151 1
21 78 144
22 182 187
23 149 62
24 166 114
25 127 50
26 85 181
27 62 80
28 16 101
29 22 109
30 134 184
31 125 184
32 77 115
33 85 133
34 120 13
35 142 40
36 50 191
37 40 77
38 160 154
39 177 115
40 181 51
41 144 115
42 134 39
43 140 124
44 65 137
45 51 92
46 149 129
47 27 87
48 196 189
49 85 19
50 36 3
51 104 3
52 147 27
53 188 96
54 140 30
55 40 26
56 60 66
57 173 160
58 82 58
59 116 179
60 107 67
61 170 107
62 69 147
63 11 50
64 83 190
65 166 21
66 134 5
67 33 100
68 183 198
69 36 165
70 28 174
71 162 13
72 191 41
73 89 0
74 8 67
75 36 110
76 161 164
77 111 192
78 126 185
79 121 3
80 103 10
81 94 169
82 16 139
83 150 110
84 105 24
85 93 73
86 180 87
87 184 106
88 100 98
89 133 138
90 2 53
91 141 193
92 4 32
93 11 67
94 130 9
95 185 130
96 190 142
97 139 74
98 178 65
99 49 108
