N 100 
0 161 61
1 133 157
2 168 57
3 32 182
4 135 9
5 69 143
6 172 200
7 194 147
8 167 144
9 185 19
10 138 86
11 194 31
12 95 140
13 53 190
14 182 82
15 69 39
16 78 146
17 163 64
18 157 76
19 24 125
20 142 93
21 36 74
22 20 39
23 93 126
24 11 49
25 129 4
26 94 183
27 39 30
28 70 62
29 161 24
30 161 92
31 35 70
32 30 143
33 147 163
34 198 61
35 139 29
36 5 10
37 84 175
38 37 146
39 45 122
40 110 111
41 173 32
42 59 161
43 182 156
44 196 197
45 57 148
46 43 102
47 146 143
48 120 63
49 104 81
50 47 181
51 45 82
52 81 153
53 98 104
54 187 175
55 157 190
56 67 105
57 42 23
58 142 127
59 129 29
60 39 50
61 37 23
62 145 1
63 0 3
64 46 111
65 199 41
66 96 25
67 68 137
68 171 21
69 55 34
70 70 78
71 200 67
72 39 141
73 61 82
74 74 16
75 75 13
76 137 124
77 102 140
78 100 165
79 174 51
80 151 137
81 24 141
82 43 179
83 126 27
84 21 133
85 147 61
86 68 112
87 38 49
88 11 46
89 19 7
90 61 104
91 139 185
92 19 155
93 134 36
94 21 94
95 118 50
96 141 35
97 115 185
98 79 2
99 75 27
