N 100 
0 36 18
1 64 57
2 93 145
3 53 149
4 106 12
5 27 12
6 193 174
7 192 102
8 88 90
9 2 72
10 75 94
11 166 77
12 127 116
13 17 187
14 183 133
15 138 133
16 113 180
17 173 88
18 193 40
19 130 70
20 185 74
21 85 3
22 1 58
23 24 31
24 84 69
25 131 149
26 128 179
27 170 118
28 42 41
29 79 36
30 170 16
31 36 81
32 158 74
33 9 87
34 186 133
35 114 63
36 57 150
37 35 58
38 8 129
39 120 37
40 139 128
41 34 196
42 182 51
43 78 85
44 18 134
45 160 56
46 139 61
47 69 161
48 83 49
49 13 113
50 127 55
51 66 70
52 155 55
53 20 91
54 87 102
55 145 91
56 50 6
57 109 101
58 27 53
59 43 71
60 15 66
61 72 4
62 150 96
63 50 153
64 182 184
65 189 94
66 90 57
67 91 110
68 133 199
69 143 84
70 87 25
71 21 118
72 197 136
73 34 74
74 91 32
75 106 183
76 137 41
77 173 104
78 11 170
79 133 106
80 155 22
81 113 190
82 60 43
83 72 51
84 20 48
85 119 88
86 146 194
87 136 187
88 37 22
89 191 191
90 45 131
91 126 141
92 71 1
93 8 148
94 126 11
95 162 25
96 144 77
97 117 67
98 57 9
99 63 122
