N 100 
0 176 50
1 11 144
2 66 67
3 4 156
4 20 157
5 190 127
6 55 36
7 181 177
8 27 102
9 96 90
10 129 139
11 26 159
12 75 165
13 11 105
14 179 79
15 148 44
16 179 171
17 79 186
18 96 104
19 157 172
20 106 39
21 16 107
22 81 62
23 79 117
24 46 67
25 169 76
26 24 41
27 48 47
28 79 4
29 178 169
30 137 144
31 9 6
32 66 125
33 120 10
34 7 11
35 109 67
36 119 90
37 90 62
38 43 68
39 105 43
40 83 183
41 70 53
42 35 63
43 64 64
44 96 111
45 177 49
46 188 59
47 14 92
48 190 16
49 168 49
50 173 43
51 71 50
52 174 24
53 4 42
54 180 185
55 97 50
56 83 77
57 68 80
58 82 6
59 97 86
60 154 179
61 83 129
62 2 99
63 198 47
64 80 178
65 92 59
66 98 113
67 126 9
68 184 84
69 161 165
70 182 52
71 143 111
72 23 197
73 77 11
74 10 77
75 96 190
76 179 91
77 176 191
78 113 194
79 8 101
80 111 171
81 94 164
82 157 72
83 198 52
84 198 19
85 153 77
86 116 63
87 165 182
88 111 130
89 97 164
90 140 75
91 119 113
92 59 146
93 113 178
94 99 183
95 13 93
96 184 167
97 41 9
98 9 113
99 101 135
