N 100 
0 190 22
1 200 172
2 22 97
3 159 132
4 163 182
5 184 19
6 114 21
7 153 105
8 14 36
9 52 42
10 159 166
11 196 114
12 121 160
13 185 137
14 53 7
15 43 81
16 102 188
17 110 71
18 94 78
19 51 35
20 189 115
21 189 151
22 93 95
23 52 161
24 51 30
25 15 199
26 30 116
27 101 70
28 34 126
29 199 197
30 98 130
31 181 78
32 188 137
33 145 131
34 130 116
35 122 50
36 175 76
37 67 157
38 188 136
39 8 123
40 34 171
41 169 177
42 171 32
43 55 148
44 79 31
45 59 183
46 199 186
47 3 186
48 37 149
49 60 29
50 171 22
51 0 10
52 135 99
53 104 56
54 186 116
55 107 62
56 20 196
57 149 6
58 127 118
59 84 189
60 194 192
61 136 87
62 197 17
63 111 167
64 13 174
65 162 99
66 155 104
67 54 92
68 181 31
69 115 197
70 116 59
71 60 198
72 8 164
73 76 153
74 132 12
75 120 20
76 28 95
77 191 105
78 140 62
79 150 98
80 129 172
81 83 24
82 33 82
83 145 97
84 34 141
85 28 74
86 20 0
87 189 198
88 22 160
89 17 76
90 59 170
91 178 125
92 199 160
93 36 181
94 17 81
95 110 18
96 74 84
97 61 2
98 110 115
99 188 60
