N 100 
0 16 170
1 181 76
2 191 42
3 121 126
4 13 158
5 56 158
6 165 20
7 20 32
8 199 37
9 42 116
10 47 67
11 115 57
12 93 192
13 143 165
14 109 32
15 46 16
16 17 55
17 92 68
18 113 135
19 161 83
20 116 68
21 61 176
22 61 76
23 182 161
24 109 13
25 151 110
26 125 186
27 3 139
28 94 51
29 123 54
30 97 187
31 156 12
32 192 162
33 149 81
34 123 123
35 165 124
36 28 78
37 195 43
38 140 29
39 121 69
40 155 186
41 137 176
42 94 85
43 48 106
44 126 47
45 111 129
46 20 25
47 146 31
48 124 76
49 115 183
50 33 105
51 65 5
52 98 154
53 50 168
54 114 77
55 101 150
56 137 64
57 143 73
58 139 181
59 31 200
60 15 122
61 37 121
62 96 19
63 87 49
64 55 80
65 24 11
66 111 113
67 154 152
68 31 47
69 130 109
70 196 149
71 168 150
72 199 98
73 38 95
74 21 5
75 180 116
76 23 89
77 130 108
78 17 131
79 154 184
80 98 105
81 163 121
82 179 184
83 130 151
84 90 26
85 94 136
86 69 92
87 102 118
88 179 196
89 74 163
90 173 152
91 30 147
92 146 127
93 106 7
94 90 182
95 98 189
96 84 28
97 190 60
98 49 143
99 89 2
