N 100 
0 72 16
1 149 123
2 90 172
3 7 81
4 169 81
5 172 144
6 26 159
7 80 75
8 135 37
9 133 136
10 170 135
11 64 62
12 135 188
13 39 2
14 39 157
15 44 38
16 42 95
17 123 21
18 65 200
19 66 141
20 66 185
21 119 23
22 66 191
23 36 106
24 10 148
25 143 66
26 186 123
27 134 121
28 127 80
29 91 100
30 169 57
31 168 148
32 159 165
33 86 196
34 198 108
35 76 56
36 159 61
37 12 58
38 178 76
39 1 1
40 116 177
41 168 70
42 113 36
43 179 181
44 74 4
45 22 126
46 110 33
47 114 112
48 156 178
49 138 6
50 174 101
51 62 57
52 141 89
53 63 144
54 83 141
55 66 103
56 6 72
57 187 3
58 143 29
59 197 100
60 65 189
61 109 96
62 115 115
63 36 86
64 94 166
65 190 184
66 117 71
67 12 32
68 120 43
69 200 138
70 14 182
71 35 154
72 27 25
73 16 135
74 143 50
75 95 45
76 19 56
77 126 183
78 79 53
79 97 107
80 159 12
81 175 58
82 136 54
83 48 192
84 155 194
85 22 32
86 167 171
87 128 186
88 199 72
89 9 112
90 86 81
91 162 199
92 79 51
93 125 76
94 49 22
95 107 194
96 28 187
97 188 15
98 5 130
99 35 144
