N 100 
0 59 58
1 3 60
2 95 79
3 84 54
4 146 64
5 164 138
6 49 108
7 84 100
8 140 148
9 165 156
10 148 200
11 83 4
12 188 193
13 108 16
14 19 70
15 181 122
16 88 34
17 75 175
18 110 162
19 16 30
20 37 125
21 185 113
22 66 57
23 79 65
24 75 35
25 115 43
26 49 69
27 170 94
28 98 30
29 50 176
30 76 103
31 193 74
32 152 151
33 36 144
34 108 183
35 144 191
36 153 185
37 68 154
38 70 155
39 113 58
40 8 119
41 0 33
42 198 131
43 151 104
44 150 165
45 163 172
46 198 107
47 94 197
48 95 159
49 161 93
50 21 105
51 4 20
52 121 56
53 93 168
54 110 107
55 5 184
56 113 144
57 149 44
58 176 39
59 32 64
60 181 21
61 68 28
62 1 147
63 54 67
64 21 167
65 82 144
66 32 89
67 168 189
68 190 46
69 144 106
70 48 87
71 39 33
72 152 50
73 66 41
74 121 119
75 43 124
76 95 127
77 123 69
78 56 126
79 172 1
80 64 20
81 162 151
82 191 79
83 183 4
84 97 198
85 67 180
86 80 66
87 70 103
88 61 109
89 23 33
90 189 8
91 82 110
92 128 163
93 8 0
94 80 184
95 159 68
96 114 140
97 142 198
98 22 30
99 114 2
