N 100 
0 185 104
1 139 174
2 108 21
3 33 195
4 198 106
5 185 22
6 75 92
7 24 134
8 68 134
9 195 89
10 138 122
11 27 4
12 24 82
13 138 35
14 40 96
15 167 60
16 85 167
17 152 27
18 74 74
19 32 137
20 116 184
21 109 174
22 155 149
23 16 38
24 191 49
25 113 160
26 23 155
27 26 182
28 157 80
29 174 155
30 197 85
31 103 117
32 180 17
33 32 47
34 181 84
35 70 25
36 66 75
37 2 68
38 63 150
39 153 136
40 139 107
41 56 148
42 9 58
43 169 119
44 131 124
45 65 113
46 85 11
47 26 135
48 146 34
49 198 34
50 103 36
51 178 155
52 78 107
53 2 151
54 34 92
55 21 75
56 77 61
57 55 75
58 141 108
59 152 11
60 69 106
61 146 178
62 125 75
63 119 173
64 109 165
65 28 105
66 114 97
67 1 187
68 100 141
69 175 48
70 140 169
71 190 160
72 23 159
73 50 134
74 103 64
75 97 55
76 9 15
77 184 69
78 80 184
79 161 153
80 21 185
81 77 118
82 90 127
83 168 181
84 5 70
85 33 103
86 37 66
87 133 85
88 28 45
89 87 18
90 163 26
91 42 22
92 156 163
93 132 34
94 22 105
95 46 83
96 92 78
97 170 49
98 52 168
99 9 76
