N 100 
0 99 72
1 58 22
2 28 114
3 86 140
4 162 32
5 42 180
6 114 24
7 151 159
8 75 164
9 98 0
10 16 51
11 79 181
12 88 168
13 56 62
14 45 49
15 159 125
16 182 194
17 136 21
18 118 71
19 197 77
20 39 15
21 106 1
22 169 178
23 113 166
24 91 136
25 80 133
26 54 34
27 20 172
28 161 182
29 30 18
30 53 160
31 96 178
32 130 170
33 30 37
34 62 164
35 85 7
36 154 6
37 83 12
38 102 96
39 61 78
40 41 108
41 46 11
42 166 92
43 47 92
44 90 17
45 16 89
46 151 147
47 128 164
48 156 92
49 182 152
50 78 151
51 101 117
52 186 79
53 5 113
54 28 35
55 137 165
56 176 145
57 11 144
58 172 132
59 141 143
60 144 107
61 49 48
62 136 74
63 159 75
64 43 47
65 95 142
66 115 180
67 31 118
68 8 107
69 148 192
70 142 95
71 147 50
72 146 8
73 117 188
74 117 137
75 49 121
76 121 194
77 163 1
78 15 113
79 34 13
80 82 121
81 144 135
82 176 147
83 28 30
84 82 45
85 67 195
86 109 34
87 55 137
88 144 87
89 79 33
90 88 51
91 161 44
92 82 98
93 16 155
94 126 111
95 65 95
96 175 131
97 149 32
98 152 153
99 92 12
