N 100 
0 173 36
1 7 26
2 95 115
3 105 110
4 147 200
5 31 52
6 43 122
7 110 170
8 50 14
9 22 142
10 26 150
11 150 48
12 87 67
13 196 182
14 96 120
15 84 179
16 115 113
17 1 143
18 159 50
19 111 173
20 128 130
21 35 8
22 137 18
23 106 119
24 167 144
25 96 107
26 113 164
27 57 156
28 90 84
29 182 82
30 49 150
31 168 34
32 55 108
33 77 100
34 92 13
35 160 180
36 28 109
37 158 139
38 77 47
39 194 199
40 138 81
41 173 182
42 25 131
43 158 11
44 102 83
45 124 168
46 45 171
47 88 186
48 85 42
49 56 11
50 56 120
51 117 67
52 42 18
53 79 123
54 100 154
55 51 55
56 129 57
57 53 10
58 81 109
59 1 130
60 193 66
61 66 110
62 109 40
63 29 96
64 166 170
65 122 138
66 98 96
67 94 98
68 165 108
69 91 158
70 155 38
71 35 175
72 119 196
73 137 42
74 30 138
75 129 140
76 12 175
77 25 136
78 101 162
79 187 164
80 57 180
81 44 104
82 106 1
83 40 159
84 3 78
85 23 24
86 155 92
87 168 106
88 163 101
89 43 125
90 63 24
91 77 35
92 143 74
93 165 135
94 104 50
95 119 55
96 164 130
97 106 13
98 29 196
99 81 62
