N 100 
0 135 130
1 92 96
2 132 47
3 23 33
4 163 66
5 157 42
6 156 0
7 157 110
8 16 71
9 72 88
10 1 24
11 180 193
12 121 72
13 9 28
14 19 6
15 130 38
16 63 18
17 58 18
18 174 191
19 44 139
20 4 71
21 83 132
22 141 89
23 25 150
24 39 156
25 198 179
26 20 53
27 28 169
28 126 165
29 64 128
30 154 17
31 17 8
32 11 22
33 186 183
34 140 59
35 14 77
36 189 74
37 99 46
38 170 92
39 25 181
40 91 127
41 76 192
42 95 131
43 104 166
44 28 113
45 31 75
46 172 189
47 53 95
48 21 112
49 43 28
50 4 160
51 88 181
52 45 89
53 168 10
54 42 123
55 96 139
56 114 57
57 0 185
58 12 158
59 170 18
60 188 10
61 196 39
62 100 87
63 129 178
64 153 105
65 151 146
66 95 142
67 185 58
68 136 16
69 77 11
70 76 8
71 49 183
72 143 183
73 199 12
74 73 115
75 172 43
76 175 154
77 58 176
78 57 169
79 153 119
80 90 54
81 181 38
82 60 0
83 117 4
84 174 89
85 183 36
86 5 181
87 9 53
88 177 158
89 149 4
90 175 131
91 87 67
92 81 107
93 165 114
94 126 108
95 105 2
96 33 118
97 148 33
98 71 143
99 194 162
