N 100 
0 160 39
1 91 136
2 86 147
3 163 22
4 7 87
5 193 61
6 48 179
7 68 79
8 102 130
9 147 75
10 152 174
11 49 160
12 116 67
13 80 163
14 37 191
15 1 36
16 73 13
17 200 51
18 78 158
19 27 80
20 49 123
21 54 152
22 86 188
23 60 196
24 144 52
25 57 37
26 152 189
27 110 167
28 13 103
29 48 148
30 10 134
31 41 169
32 179 150
33 14 43
34 74 26
35 99 114
36 110 195
37 90 193
38 192 2
39 89 55
40 35 42
41 166 147
42 54 34
43 51 176
44 89 94
45 12 9
46 120 77
47 183 191
48 119 133
49 145 158
50 183 38
51 137 40
52 194 34
53 46 34
54 187 16
55 29 88
56 158 15
57 53 50
58 48 194
59 91 21
60 115 32
61 87 135
62 184 120
63 196 137
64 141 199
65 129 79
66 174 1
67 52 134
68 81 115
69 140 113
70 50 87
71 123 192
72 193 80
73 144 17
74 23 33
75 30 15
76 40 9
77 65 138
78 57 7
79 155 37
80 130 190
81 58 148
82 117 117
83 65 172
84 125 51
85 24 102
86 66 173
87 14 54
88 182 39
89 35 64
90 148 155
91 9 67
92 33 0
93 84 33
94 45 32
95 69 123
96 45 134
97 129 113
98 129 141
99 30 88
