N 100 
0 18 83
1 56 103
2 84 191
3 25 138
4 0 191
5 108 60
6 118 134
7 71 105
8 28 185
9 185 38
10 163 179
11 181 77
12 58 19
13 114 25
14 32 181
15 129 50
16 77 30
17 177 79
18 190 117
19 189 69
20 186 88
21 144 182
22 144 200
23 24 30
24 158 67
25 38 104
26 39 169
27 128 118
28 58 181
29 30 102
30 9 41
31 34 39
32 140 135
33 5 85
34 96 32
35 195 198
36 129 40
37 185 110
38 191 90
39 100 181
40 198 116
41 88 190
42 132 199
43 72 21
44 18 8
45 121 169
46 196 181
47 23 95
48 49 5
49 50 91
50 26 82
51 52 185
52 124 68
53 76 8
54 124 121
55 76 81
56 27 129
57 152 189
58 152 13
59 25 182
60 35 27
61 130 180
62 173 114
63 7 197
64 71 42
65 104 23
66 122 65
67 55 104
68 107 176
69 143 104
70 111 12
71 93 4
72 69 157
73 20 43
74 73 162
75 79 58
76 194 147
77 125 73
78 141 24
79 26 68
80 150 120
81 110 0
82 89 142
83 181 163
84 141 135
85 163 21
86 160 176
87 16 171
88 89 144
89 57 171
90 4 149
91 30 43
92 70 87
93 89 15
94 185 145
95 118 117
96 4 85
97 169 146
98 60 190
99 197 173
