N 100 
0 31 13
1 105 91
2 196 193
3 22 171
4 160 193
5 184 94
6 28 5
7 200 143
8 109 179
9 104 159
10 83 47
11 114 189
12 135 41
13 115 70
14 92 126
15 16 75
16 4 51
17 74 21
18 119 10
19 154 184
20 91 51
21 178 130
22 92 25
23 192 162
24 123 178
25 165 48
26 38 182
27 105 166
28 162 71
29 173 84
30 120 13
31 131 131
32 36 170
33 73 52
34 61 25
35 126 50
36 121 4
37 53 163
38 8 143
39 45 190
40 98 165
41 52 15
42 36 100
43 129 168
44 59 120
45 176 194
46 103 17
47 86 162
48 139 95
49 123 62
50 135 146
51 29 85
52 156 148
53 198 170
54 148 135
55 59 102
56 136 70
57 66 60
58 76 48
59 94 126
60 98 194
61 46 92
62 162 176
63 13 129
64 30 71
65 144 200
66 118 107
67 49 76
68 78 115
69 144 171
70 106 24
71 168 182
72 23 38
73 50 99
74 138 118
75 159 126
76 111 126
77 76 127
78 191 63
79 172 78
80 155 41
81 11 69
82 74 160
83 101 111
84 130 92
85 27 148
86 17 106
87 143 4
88 43 114
89 26 44
90 49 134
91 110 173
92 125 174
93 117 102
94 118 75
95 47 62
96 196 188
97 22 8
98 88 115
99 61 50
