N 100 
0 59 36
1 73 180
2 43 179
3 102 39
4 85 136
5 165 76
6 13 188
7 132 1
8 23 117
9 164 157
10 131 93
11 20 40
12 117 192
13 105 96
14 176 156
15 23 89
16 180 26
17 125 101
18 173 14
19 27 66
20 107 188
21 9 116
22 72 188
23 109 139
24 122 148
25 23 62
26 93 78
27 105 117
28 162 41
29 104 149
30 79 44
31 153 191
32 131 174
33 76 138
34 110 55
35 38 9
36 146 63
37 88 63
38 113 102
39 16 110
40 121 119
41 182 82
42 189 154
43 111 170
44 197 74
45 112 145
46 180 63
47 118 6
48 140 117
49 32 112
50 21 151
51 88 193
52 123 108
53 189 6
54 29 65
55 84 21
56 190 134
57 65 126
58 27 56
59 8 129
60 40 71
61 200 175
62 23 173
63 170 24
64 45 101
65 63 13
66 140 144
67 123 200
68 174 117
69 197 24
70 97 84
71 71 73
72 137 69
73 109 151
74 52 154
75 123 11
76 142 80
77 198 101
78 183 178
79 100 73
80 134 143
81 41 187
82 27 159
83 73 130
84 68 30
85 5 15
86 93 10
87 55 117
88 39 2
89 73 86
90 103 51
91 16 135
92 150 68
93 179 59
94 28 60
95 103 128
96 24 72
97 175 3
98 13 78
99 78 188
