N 100 
0 135 94
1 55 154
2 159 127
3 147 115
4 17 125
5 124 25
6 99 121
7 14 136
8 64 17
9 133 157
10 161 75
11 44 124
12 30 182
13 130 51
14 194 177
15 28 93
16 176 12
17 36 90
18 118 193
19 58 112
20 152 28
21 126 98
22 96 163
23 111 71
24 15 140
25 188 164
26 77 188
27 51 55
28 11 64
29 192 98
30 87 151
31 45 186
32 16 136
33 40 47
34 81 46
35 46 129
36 25 139
37 42 137
38 85 18
39 133 60
40 59 70
41 95 165
42 39 0
43 29 192
44 0 174
45 101 136
46 154 124
47 163 153
48 163 166
49 177 85
50 174 32
51 132 175
52 173 1
53 118 97
54 70 26
55 36 129
56 75 190
57 79 195
58 32 101
59 31 184
60 45 155
61 36 185
62 101 176
63 115 38
64 133 75
65 68 191
66 137 81
67 141 51
68 124 32
69 109 22
70 84 166
71 49 46
72 69 170
73 30 25
74 14 158
75 183 49
76 103 106
77 65 67
78 22 189
79 34 51
80 55 66
81 16 155
82 133 47
83 102 26
84 149 193
85 14 83
86 175 67
87 121 124
88 139 175
89 98 195
90 150 63
91 111 195
92 111 55
93 64 169
94 120 58
95 109 109
96 134 89
97 180 130
98 118 197
99 98 58
