N 100 
0 24 30
1 133 176
2 81 34
3 102 120
4 104 74
5 183 19
6 62 159
7 181 182
8 98 187
9 83 197
10 73 131
11 19 64
12 184 89
13 13 74
14 144 11
15 177 90
16 110 124
17 75 99
18 38 76
19 169 48
20 2 54
21 12 55
22 44 127
23 151 113
24 12 79
25 14 120
26 11 76
27 46 6
28 181 171
29 188 79
30 21 172
31 96 185
32 9 31
33 37 113
34 62 79
35 144 57
36 97 124
37 136 66
38 152 32
39 181 59
40 66 131
41 108 32
42 73 119
43 160 161
44 2 126
45 139 163
46 188 74
47 135 54
48 182 96
49 183 8
50 157 81
51 154 99
52 94 164
53 86 14
54 1 36
55 45 104
56 122 126
57 140 156
58 52 7
59 188 150
60 198 179
61 74 166
62 64 13
63 48 177
64 46 136
65 113 107
66 161 21
67 32 22
68 35 93
69 34 53
70 150 139
71 93 18
72 155 187
73 103 103
74 153 68
75 0 133
76 126 93
77 193 197
78 124 89
79 40 78
80 121 45
81 5 46
82 200 53
83 34 192
84 70 113
85 21 5
86 14 144
87 162 151
88 51 49
89 171 101
90 168 127
91 72 141
92 123 72
93 197 184
94 195 188
95 61 12
96 154 114
97 117 195
98 4 123
99 125 67
