N 100 
0 193 51
1 34 32
2 22 169
3 119 32
4 157 191
5 199 101
6 52 27
7 28 178
8 76 103
9 118 68
10 149 163
11 110 169
12 187 27
13 95 104
14 111 65
15 77 11
16 134 124
17 21 8
18 87 20
19 131 200
20 186 32
21 76 80
22 69 184
23 189 155
24 195 109
25 130 145
26 131 141
27 5 115
28 128 186
29 149 115
30 147 140
31 87 142
32 70 63
33 142 200
34 150 144
35 197 115
36 42 185
37 3 164
38 111 82
39 88 111
40 82 31
41 119 191
42 84 94
43 165 148
44 82 160
45 102 48
46 116 192
47 17 32
48 70 156
49 145 4
50 83 133
51 17 86
52 100 166
53 182 28
54 133 56
55 58 79
56 13 103
57 73 11
58 128 69
59 190 26
60 150 51
61 169 30
62 122 5
63 104 100
64 82 125
65 29 171
66 152 184
67 149 143
68 139 65
69 117 174
70 59 33
71 109 192
72 198 1
73 86 33
74 42 162
75 103 78
76 75 131
77 12 43
78 33 137
79 137 153
80 35 11
81 89 29
82 117 62
83 73 68
84 133 143
85 20 195
86 14 170
87 79 159
88 65 13
89 88 179
90 156 69
91 18 198
92 159 124
93 59 162
94 4 183
95 168 51
96 161 157
97 185 66
98 83 176
99 136 119
